Student_ID,Age,Gender,Class,Study_Hours_Per_Day,Attendance_Percentage,Parental_Education,Internet_Access,Extracurricular_Activities,Math_Score,Science_Score,English_Score,Previous_Year_Score,Final_Percentage,Performance_Level,Pass_Fail
2622,15,0,9,3.4,61,1,0,0,40,52,48,91,46.67,3,0
2623,17,1,12,5.3,99,1,1,0,39,61,72,81,57.33,0,1
2624,18,1,12,2.0,70,2,1,1,79,61,87,42,75.67,2,1
2625,19,1,11,5.1,53,2,0,1,97,46,42,64,61.67,0,1
2626,18,1,10,2.6,65,1,0,0,45,45,51,41,47.0,3,0
2627,17,0,10,1.5,73,2,1,0,95,77,96,76,89.33,1,1
2628,15,0,11,5.0,98,0,0,0,50,58,47,46,51.67,0,1
2629,18,0,9,2.0,93,1,1,1,98,80,49,65,75.67,2,1
2630,16,1,12,4.0,97,0,1,0,74,46,97,54,72.33,2,1
2631,17,0,9,3.8,80,2,1,1,45,63,56,56,54.67,0,1
2632,14,0,10,4.3,80,0,0,0,50,68,90,79,69.33,2,1
2633,18,0,12,2.6,84,2,1,0,81,58,87,70,75.33,2,1
2634,16,0,11,1.6,95,0,0,0,76,38,60,78,58.0,0,1
2635,16,1,11,3.5,65,0,0,0,84,99,90,59,91.0,1,1
2636,14,0,12,1.2,86,2,0,1,76,96,53,77,75.0,2,1
2637,14,1,10,5.2,78,0,1,1,95,44,99,93,79.33,2,1
2638,18,1,10,1.1,69,1,0,1,40,61,64,64,55.0,0,1
2639,14,0,9,2.6,100,1,1,1,88,69,48,74,68.33,2,1
2640,18,0,9,3.2,79,1,0,0,61,51,56,93,56.0,0,1
2641,17,1,12,4.3,52,2,1,1,47,97,88,46,77.33,2,1
2642,16,0,10,1.0,66,1,1,0,53,80,51,56,61.33,0,1
2643,14,1,9,1.5,85,2,1,1,99,86,63,68,82.67,1,1
2644,14,1,11,2.1,72,2,0,1,97,76,70,88,81.0,1,1
2645,15,0,11,1.2,94,2,0,0,85,76,48,74,69.67,2,1
2646,14,0,9,3.1,97,2,0,1,63,46,64,78,57.67,0,1
2647,14,0,11,2.5,54,2,1,1,37,99,95,92,77.0,2,1
2648,14,1,10,2.8,98,1,0,1,89,70,49,64,69.33,2,1
2649,19,0,10,3.8,75,2,1,1,74,62,84,80,73.33,2,1
2650,18,1,10,4.6,87,1,0,1,54,100,86,92,80.0,2,1
2651,18,1,12,3.9,82,1,0,1,66,100,45,75,70.33,2,1
2652,15,0,11,0.8,80,0,1,1,80,64,51,48,65.0,0,1
2653,14,1,12,4.5,89,1,1,0,43,78,62,51,61.0,0,1
2654,15,1,12,3.0,52,0,1,1,69,51,76,78,65.33,0,1
2655,14,0,11,0.9,69,2,0,1,63,67,36,53,55.33,0,1
2656,16,1,12,5.1,84,2,1,0,39,57,80,61,58.67,0,1
2657,18,1,12,4.9,88,1,0,0,50,43,70,75,54.33,0,1
2658,18,1,10,3.5,55,0,1,1,62,58,41,65,53.67,0,1
2659,16,1,11,1.4,93,1,0,1,100,76,50,88,75.33,2,1
2660,14,0,10,5.2,93,2,0,1,45,97,92,42,78.0,2,1
2661,18,0,9,0.9,57,2,0,1,84,99,96,51,93.0,1,1
2662,15,1,9,1.6,67,1,1,1,96,39,46,85,60.33,0,1
2663,18,0,10,5.1,86,1,0,1,56,91,77,44,74.67,2,1
2664,18,1,11,1.6,60,2,1,0,49,68,99,42,72.0,2,1
2665,14,1,9,3.6,57,2,0,1,72,84,53,66,69.67,2,1
2666,19,0,12,4.8,61,2,1,0,39,74,48,62,53.67,0,1
2667,14,0,11,3.6,77,2,1,0,69,98,100,68,89.0,1,1
2668,14,0,9,1.0,86,0,0,0,99,94,84,40,92.33,1,1
2669,18,0,9,2.1,67,1,0,0,60,91,64,60,71.67,2,1
2670,16,1,12,0.9,78,1,1,0,98,42,56,59,65.33,0,1
2671,15,0,12,0.6,65,1,1,1,97,39,38,64,58.0,0,1
2672,18,1,10,2.9,77,0,1,0,88,48,45,70,60.33,0,1
2673,19,0,11,3.2,75,0,0,1,91,69,75,73,78.33,2,1
2674,15,1,9,4.3,75,0,0,0,53,86,92,51,77.0,2,1
2675,15,0,11,5.5,65,1,0,0,42,95,53,45,63.33,0,1
2676,18,1,9,2.8,81,2,0,1,78,72,61,43,70.33,2,1
2677,19,0,10,2.5,67,2,0,0,44,51,53,73,49.33,3,0
2678,19,0,10,4.4,89,2,0,0,39,75,63,82,59.0,0,1
2679,16,0,9,2.5,61,0,1,1,87,96,100,54,94.33,1,1
2680,19,1,10,1.4,67,1,0,0,62,94,60,77,72.0,2,1
2681,17,0,12,1.6,53,2,0,1,39,98,38,48,58.33,0,1
2682,19,1,11,1.9,61,1,0,1,47,42,64,84,51.0,0,1
2683,18,1,9,2.7,92,2,0,1,45,43,72,84,53.33,0,1
2684,17,0,9,1.6,80,1,1,1,89,89,68,53,82.0,1,1
2685,17,0,9,5.3,78,2,0,0,73,35,44,65,50.67,0,1
2686,17,0,11,5.3,100,2,1,1,57,82,42,94,60.33,0,1
2687,19,1,9,5.4,62,0,1,1,42,44,46,51,44.0,3,0
2688,17,0,10,3.2,85,0,1,0,89,41,39,85,56.33,0,1
2689,19,0,12,1.1,81,2,1,0,79,63,41,52,61.0,0,1
2690,15,1,11,3.2,82,0,0,0,65,87,68,86,73.33,2,1
2691,17,1,9,5.1,72,0,0,1,89,81,44,60,71.33,2,1
2692,19,1,9,0.9,59,2,0,0,57,81,91,57,76.33,2,1
2693,19,0,10,1.1,58,1,1,1,60,83,97,84,80.0,2,1
2694,15,1,12,4.4,82,0,0,0,85,60,64,77,69.67,2,1
2695,19,0,10,1.1,81,0,1,1,60,99,58,50,72.33,2,1
2696,16,0,12,5.1,87,2,1,1,42,53,43,69,46.0,3,0
2697,18,0,11,2.1,67,0,1,1,36,88,74,41,66.0,2,1
2698,17,1,11,3.6,61,1,1,1,83,90,73,83,82.0,1,1
2699,14,0,9,4.6,90,2,1,1,44,79,73,94,65.33,0,1
2700,14,1,11,5.9,91,1,0,1,79,58,98,64,78.33,2,1
2701,14,1,10,1.5,58,2,0,0,89,76,83,41,82.67,1,1
2702,18,1,10,4.6,54,1,0,1,98,66,60,93,74.67,2,1
2703,18,1,12,4.9,54,0,0,1,72,78,44,59,64.67,0,1
2704,15,0,10,5.5,60,1,0,0,68,64,60,48,64.0,0,1
2705,19,0,10,5.6,70,2,0,0,85,77,81,86,81.0,1,1
2706,14,0,11,4.9,60,2,1,1,74,37,95,80,68.67,2,1
2707,16,1,12,5.1,92,2,0,0,54,44,89,91,62.33,0,1
2708,17,0,12,5.9,77,2,1,1,95,94,66,77,85.0,1,1
2709,18,1,11,4.5,51,2,0,0,98,87,95,89,93.33,1,1
2710,16,0,11,1.4,97,0,1,1,54,74,89,47,72.33,2,1
2711,15,1,12,5.3,53,1,1,0,90,37,93,77,73.33,2,1
2712,15,1,10,1.9,71,0,0,1,97,49,96,86,80.67,2,1
2713,19,0,9,5.4,100,1,1,1,96,87,79,43,87.33,1,1
2714,15,0,12,5.9,78,2,1,0,82,69,42,71,64.33,0,1
2715,16,1,9,4.0,84,1,1,1,78,37,51,57,55.33,0,1
2716,15,1,9,1.3,72,0,1,0,35,59,84,94,59.33,0,1
2717,18,1,9,0.7,91,2,1,0,63,93,67,77,74.33,2,1
2718,16,1,11,5.1,50,2,1,0,36,36,37,60,36.33,3,0
2719,16,1,11,4.1,82,2,0,1,63,97,66,43,75.33,2,1
2720,17,0,11,4.4,57,1,1,1,90,84,85,78,86.33,1,1
2721,16,0,12,3.9,54,0,1,1,50,90,50,63,63.33,0,1
2722,17,1,9,3.3,97,2,0,1,81,96,39,80,72.0,2,1
2723,14,0,11,2.5,86,0,0,0,54,37,75,58,55.33,0,1
2724,17,0,9,2.1,52,0,0,0,70,66,84,81,73.33,2,1
2725,19,1,12,1.5,97,1,0,0,80,81,92,71,84.33,1,1
2726,15,1,11,1.7,87,2,0,0,42,85,99,89,75.33,2,1
2727,18,0,12,4.7,56,1,0,1,49,36,35,69,40.0,3,0
2728,15,1,12,5.5,51,2,0,0,38,95,46,41,59.67,0,1
2729,19,0,10,1.2,69,0,0,0,62,49,55,72,55.33,0,1
2730,14,0,10,1.9,59,0,1,0,62,91,60,86,71.0,2,1
2731,17,1,10,4.7,51,2,0,1,92,96,40,81,76.0,2,1
2732,16,1,11,2.1,92,1,0,0,56,72,69,47,65.67,0,1
2733,18,1,12,2.1,99,0,1,1,51,47,45,51,47.67,3,0
2734,18,1,10,1.5,83,2,1,1,62,49,51,92,54.0,0,1
2735,19,1,11,0.5,99,0,0,0,57,61,41,56,53.0,0,1
2736,15,0,10,3.7,98,0,0,1,92,98,42,65,77.33,2,1
2737,16,1,11,3.2,89,1,1,1,79,53,45,53,59.0,0,1
2738,14,0,9,0.5,65,1,0,1,49,60,64,89,57.67,0,1
2739,18,0,9,0.9,86,2,0,0,36,55,73,62,54.67,0,1
2740,14,1,11,2.0,75,0,0,1,57,43,52,62,50.67,0,1
2741,18,0,12,4.6,93,1,1,0,95,36,59,91,63.33,0,1
2742,17,0,9,3.5,67,2,0,1,74,55,89,65,72.67,2,1
2743,18,0,12,3.2,83,0,0,0,64,37,91,73,64.0,0,1
2744,18,1,10,2.3,97,0,0,0,90,83,61,77,78.0,2,1
2745,15,0,11,3.3,53,2,0,0,94,82,76,71,84.0,1,1
2746,17,1,10,4.9,95,1,0,1,89,86,72,64,82.33,1,1
2747,19,0,11,3.6,83,2,1,0,48,52,81,65,60.33,0,1
2748,18,0,12,5.4,50,2,0,1,62,58,95,62,71.67,2,1
2749,17,1,10,4.8,83,2,1,1,42,63,96,66,67.0,2,1
2750,15,0,9,3.6,66,0,0,0,57,70,97,85,74.67,2,1
2751,17,0,9,0.9,87,0,1,1,55,82,62,91,66.33,2,1
2752,19,0,12,5.7,75,1,1,1,64,59,71,47,64.67,0,1
2753,19,1,12,2.4,82,1,0,0,98,35,61,74,64.67,0,1
2754,14,0,12,2.2,94,0,1,0,59,58,50,92,55.67,0,1
2755,18,1,9,1.4,91,0,1,0,96,72,65,60,77.67,2,1
2756,18,1,11,2.3,51,0,1,1,45,42,61,77,49.33,3,0
2757,18,1,9,0.6,96,2,0,0,73,35,69,88,59.0,0,1
2758,16,0,11,3.2,100,0,0,1,92,72,54,81,72.67,2,1
2759,14,1,12,1.0,95,0,0,1,41,57,87,69,61.67,0,1
2760,16,0,12,4.6,62,0,1,1,75,95,54,42,74.67,2,1
2761,19,1,10,5.8,72,0,0,1,95,77,90,47,87.33,1,1
2762,16,0,12,2.8,99,2,0,0,43,74,67,69,61.33,0,1
2763,14,0,10,2.4,89,0,0,1,63,46,39,83,49.33,3,0
2764,19,1,10,4.0,61,0,0,1,98,69,42,64,69.67,2,1
2765,14,0,12,2.6,99,2,1,1,93,62,39,54,64.67,0,1
2766,15,1,11,2.0,87,0,1,1,69,81,42,75,64.0,0,1
2767,15,0,12,2.1,55,2,1,0,90,81,82,89,84.33,1,1
2768,17,0,11,1.5,74,0,1,0,82,98,62,71,80.67,2,1
2769,19,1,12,1.7,78,2,1,0,46,78,41,91,55.0,0,1
2770,18,1,12,5.5,55,1,0,1,67,60,93,94,73.33,2,1
2771,14,1,11,3.9,72,1,1,0,85,70,37,76,64.0,0,1
2772,15,1,9,3.7,93,1,1,1,61,83,66,90,70.0,2,1
2773,15,0,9,5.4,69,0,1,0,70,82,71,68,74.33,2,1
2774,14,1,9,3.9,97,0,0,1,44,68,60,68,57.33,0,1
2775,16,0,11,2.2,82,0,0,0,51,56,61,74,56.0,0,1
2776,19,0,11,5.5,88,0,0,0,87,65,48,48,66.67,2,1
2777,18,0,12,5.1,95,0,1,1,97,49,42,43,62.67,0,1
2778,16,0,9,1.4,65,2,0,0,39,66,80,47,61.67,0,1
2779,15,0,11,0.6,57,0,0,0,59,71,42,67,57.33,0,1
2780,18,0,11,2.6,67,2,1,1,92,43,60,82,65.0,0,1
2781,14,1,10,2.5,88,1,1,1,73,85,40,69,66.0,2,1
2782,18,0,11,2.2,70,1,1,1,38,48,45,74,43.67,3,0
2783,14,1,11,4.1,69,0,1,0,72,99,93,77,88.0,1,1
2784,16,1,11,0.9,54,2,0,0,62,77,79,79,72.67,2,1
2785,15,0,10,5.6,67,0,1,0,55,74,76,83,68.33,2,1
2786,19,0,10,2.8,66,2,1,1,64,92,47,74,67.67,2,1
2787,14,0,12,1.5,57,2,0,0,36,71,69,92,58.67,0,1
2788,16,0,10,5.0,57,0,1,1,71,94,70,51,78.33,2,1
2789,19,0,12,1.9,92,2,1,0,86,76,50,41,70.67,2,1
2790,17,1,10,4.7,98,1,0,0,71,35,83,46,63.0,0,1
2791,18,0,11,5.5,87,1,0,1,65,44,65,69,58.0,0,1
2792,18,0,11,1.1,69,0,0,0,80,84,94,57,86.0,1,1
2793,18,0,12,4.0,69,0,1,0,54,50,47,78,50.33,0,1
2794,14,1,9,0.8,67,2,1,1,49,78,95,80,74.0,2,1
2795,19,0,11,0.7,62,0,1,1,41,85,83,73,69.67,2,1
2796,19,1,11,2.5,72,2,1,1,88,66,36,76,63.33,0,1
2797,16,0,11,2.8,62,2,0,0,67,93,73,67,77.67,2,1
2798,16,0,12,2.2,77,2,1,1,81,81,66,50,76.0,2,1
2799,14,1,9,5.4,84,2,0,0,46,51,50,44,49.0,3,0
2800,16,0,11,1.1,56,0,0,1,53,99,49,64,67.0,2,1
2801,16,1,9,2.6,69,1,1,1,75,70,84,57,76.33,2,1
2802,14,1,10,4.9,69,2,1,0,75,82,89,79,82.0,1,1
2803,17,0,9,3.0,50,0,0,0,70,93,87,45,83.33,1,1
2804,19,0,12,4.0,72,2,0,1,40,84,69,54,64.33,0,1
2805,19,0,9,3.5,66,2,1,1,83,95,82,71,86.67,1,1
2806,19,0,9,3.7,81,0,1,0,44,97,67,47,69.33,2,1
2807,14,1,11,5.5,88,2,0,1,84,71,59,66,71.33,2,1
2808,16,1,10,4.8,99,0,1,0,63,90,45,68,66.0,2,1
2809,17,1,10,1.1,82,1,0,0,100,36,47,43,61.0,0,1
2810,19,1,11,2.0,76,2,1,1,81,64,46,66,63.67,0,1
2811,15,0,12,4.1,70,1,1,0,100,53,57,50,70.0,2,1
2812,14,0,10,1.8,85,0,1,1,57,82,71,81,70.0,2,1
2813,17,0,10,3.5,76,0,0,0,85,90,67,63,80.67,2,1
2814,14,1,10,5.7,77,2,1,0,64,87,42,75,64.33,0,1
2815,14,1,12,0.9,97,0,0,1,62,71,78,67,70.33,2,1
2816,17,1,12,5.3,53,0,1,1,39,66,92,75,65.67,0,1
2817,19,0,12,4.3,57,0,1,1,56,72,80,83,69.33,2,1
2818,17,0,11,1.5,64,2,0,1,98,41,76,70,71.67,2,1
2819,16,1,10,5.2,69,0,1,1,76,84,61,48,73.67,2,1
2820,18,0,12,2.2,69,0,0,1,74,63,64,68,67.0,2,1
2821,14,0,12,1.3,72,1,0,0,98,42,100,59,80.0,2,1
2822,15,1,10,2.2,89,1,0,1,87,44,80,83,70.33,2,1
2823,14,0,10,5.4,73,0,1,1,79,46,87,53,70.67,2,1
2824,15,1,12,0.8,79,0,1,1,59,82,51,51,64.0,0,1
2825,15,0,12,5.9,84,0,0,0,50,75,55,90,60.0,0,1
2826,16,0,9,2.1,88,2,0,0,44,62,92,92,66.0,2,1
2827,16,1,9,3.8,78,0,1,1,66,48,47,88,53.67,0,1
2828,16,0,9,2.6,88,2,1,0,89,36,66,49,63.67,0,1
2829,16,1,9,5.9,85,2,1,0,39,48,76,54,54.33,0,1
2830,19,1,10,3.9,66,0,0,1,94,39,58,42,63.67,0,1
2831,19,0,11,3.7,74,1,1,1,63,51,68,56,60.67,0,1
2832,16,1,9,4.4,66,1,1,0,52,88,37,68,59.0,0,1
2833,19,1,10,4.0,52,0,0,0,100,99,38,68,79.0,2,1
2834,15,1,12,0.8,58,1,0,1,91,77,48,46,72.0,2,1
2835,19,1,12,0.7,93,2,1,1,78,94,100,53,90.67,1,1
2836,14,1,9,4.0,77,2,1,0,57,47,50,91,51.33,0,1
2837,15,0,9,5.4,97,2,1,1,39,99,35,47,57.67,0,1
2838,15,1,11,1.2,60,0,1,1,99,60,96,64,85.0,1,1
2839,19,1,9,2.4,97,0,1,0,40,77,82,93,66.33,2,1
2840,14,0,12,1.9,68,2,0,0,98,70,68,68,78.67,2,1
2841,14,1,11,1.2,95,1,1,0,38,100,93,71,77.0,2,1
2842,17,1,12,1.8,91,2,0,1,94,53,41,94,62.67,0,1
2843,16,1,11,3.2,78,1,1,1,89,56,72,42,72.33,2,1
2844,15,1,9,3.1,80,0,1,0,49,71,80,55,66.67,2,1
2845,18,1,9,4.9,90,2,1,0,83,99,79,57,87.0,1,1
2846,16,0,9,1.7,75,1,1,0,89,42,91,83,74.0,2,1
2847,16,0,11,2.6,97,0,0,0,73,82,54,48,69.67,2,1
2848,17,1,9,1.3,76,1,0,0,51,83,63,72,65.67,0,1
2849,18,1,12,4.8,85,1,0,0,99,77,99,82,91.67,1,1
2850,15,0,10,5.4,76,1,1,1,57,80,96,53,77.67,2,1
2851,17,0,12,0.7,63,0,1,0,64,65,73,78,67.33,2,1
2852,17,1,12,2.7,95,2,0,0,88,86,85,48,86.33,1,1
2853,17,1,12,3.1,70,0,0,1,51,97,83,88,77.0,2,1
2854,16,1,12,4.8,81,0,0,1,69,75,40,43,61.33,0,1
2855,15,0,12,2.5,89,0,1,1,53,50,87,81,63.33,0,1
2856,18,0,9,0.6,97,2,1,0,69,55,94,57,72.67,2,1
2857,19,1,10,4.9,68,0,0,0,79,51,63,68,64.33,0,1
2858,14,1,12,4.4,86,0,0,0,39,84,65,67,62.67,0,1
2859,15,0,11,3.7,77,2,1,1,82,55,54,43,63.67,0,1
2860,17,1,12,4.7,72,2,0,0,72,86,95,73,84.33,1,1
2861,19,1,11,2.8,85,2,1,0,37,65,72,95,58.0,0,1
2862,14,1,12,4.9,62,2,0,1,37,52,52,73,47.0,3,0
2863,16,1,10,2.1,52,2,1,0,53,80,44,47,59.0,0,1
2864,18,1,11,4.2,52,2,1,0,43,46,96,71,61.67,0,1
2865,18,1,9,5.2,63,0,0,0,79,76,61,42,72.0,2,1
2866,14,0,12,1.4,58,0,0,0,91,73,35,67,66.33,2,1
2867,16,1,9,3.3,77,0,0,0,61,64,100,61,75.0,2,1
2868,19,0,9,0.6,96,2,0,0,66,57,69,86,64.0,0,1
2869,18,0,11,1.3,99,1,0,1,98,70,78,52,82.0,1,1
2870,17,0,11,3.2,98,2,0,0,48,67,96,55,70.33,2,1
2871,19,0,12,4.1,99,1,0,0,60,55,46,59,53.67,0,1
2872,16,0,12,5.6,61,2,1,1,65,69,90,82,74.67,2,1
2873,16,0,12,0.6,70,2,0,0,60,52,94,53,68.67,2,1
2874,15,0,12,0.9,68,0,1,0,92,81,56,93,76.33,2,1
2875,17,1,11,0.8,53,1,0,1,93,78,97,42,89.33,1,1
2876,15,1,10,1.1,89,0,0,0,52,66,63,48,60.33,0,1
2877,18,1,10,2.6,74,2,0,0,74,77,62,59,71.0,2,1
2878,17,0,10,2.9,58,1,1,0,73,59,92,94,74.67,2,1
2879,17,1,10,2.7,86,2,0,0,78,56,87,95,73.67,2,1
2880,18,1,11,2.5,100,0,1,0,86,58,81,95,75.0,2,1
2881,16,1,11,3.4,76,1,1,0,50,67,70,86,62.33,0,1
2882,14,0,11,1.5,50,0,0,0,76,42,93,80,70.33,2,1
2883,15,0,9,1.8,62,0,0,0,89,39,41,82,56.33,0,1
2884,18,1,9,5.0,84,1,1,1,66,67,79,92,70.67,2,1
2885,18,1,12,4.5,53,2,0,0,39,63,67,58,56.33,0,1
2886,15,0,11,4.6,52,1,1,0,73,46,82,46,67.0,2,1
2887,15,0,10,4.8,63,1,0,1,75,97,70,52,80.67,2,1
2888,17,0,12,1.8,96,0,0,1,51,98,72,90,73.67,2,1
2889,19,0,12,3.7,76,1,0,0,65,55,90,55,70.0,2,1
2890,19,0,11,4.4,75,1,0,0,87,64,97,94,82.67,1,1
2891,17,1,11,5.7,99,0,1,1,70,68,94,72,77.33,2,1
2892,18,1,12,6.0,63,1,0,1,67,71,71,66,69.67,2,1
2893,15,0,12,3.0,77,0,0,1,95,74,94,59,87.67,1,1
2894,17,1,9,2.3,77,0,0,0,95,51,84,61,76.67,2,1
2895,16,1,9,4.0,73,1,1,1,51,66,77,62,64.67,0,1
2896,17,0,10,5.8,72,2,0,0,86,68,59,41,71.0,2,1
2897,16,1,10,3.2,81,1,1,0,67,47,71,48,61.67,0,1
2898,19,0,12,4.3,90,2,0,1,96,100,62,82,86.0,1,1
2899,19,0,9,3.6,50,1,0,1,61,80,90,68,77.0,2,1
2900,19,1,10,3.6,73,1,0,1,92,48,57,85,65.67,0,1
2901,15,0,10,3.1,76,1,0,0,42,60,40,90,47.33,3,0
2902,19,0,10,2.3,72,2,0,1,52,75,83,51,70.0,2,1
2903,14,0,10,4.2,77,2,1,1,67,42,100,61,69.67,2,1
2904,17,1,11,3.1,79,0,1,0,54,94,93,43,80.33,2,1
2905,14,0,12,2.2,89,0,1,1,85,56,99,71,80.0,2,1
2906,16,1,9,4.3,85,0,0,0,81,52,71,84,68.0,2,1
2907,19,0,10,4.0,54,1,1,0,73,71,83,61,75.67,2,1
2908,15,0,9,2.2,93,0,1,1,45,78,49,60,57.33,0,1
2909,19,1,11,4.8,92,1,0,1,65,43,71,84,59.67,0,1
2910,14,0,9,5.2,72,2,0,0,72,65,48,87,61.67,0,1
2911,14,0,9,3.6,55,2,1,1,94,58,97,51,83.0,1,1
2912,19,0,9,2.8,79,1,0,1,55,44,57,66,52.0,0,1
2913,17,0,10,3.5,70,0,0,0,88,52,91,52,77.0,2,1
2914,19,1,11,5.5,83,0,1,1,78,56,82,92,72.0,2,1
2915,17,0,9,0.9,92,1,1,0,45,38,75,73,52.67,0,1
2916,17,0,10,0.7,70,0,1,1,41,49,66,89,52.0,0,1
2917,15,1,11,0.6,77,0,0,1,65,53,87,58,68.33,2,1
2918,16,1,11,3.2,81,0,0,0,42,87,60,93,63.0,0,1
2919,18,1,11,3.7,65,1,0,1,51,57,35,81,47.67,3,0
2920,16,0,11,1.4,57,2,0,0,50,65,70,75,61.67,0,1
2921,17,1,9,4.4,74,0,1,0,78,82,71,61,77.0,2,1
2922,15,1,11,4.9,97,1,1,0,78,61,88,68,75.67,2,1
2923,14,1,9,4.5,97,2,1,1,71,35,98,48,68.0,2,1
2924,16,1,10,3.6,74,1,1,0,80,76,82,41,79.33,2,1
2925,17,1,12,1.8,76,1,0,1,78,45,59,62,60.67,0,1
2926,14,0,9,5.1,55,0,1,0,63,93,77,49,77.67,2,1
2927,17,1,9,1.5,97,0,1,0,60,49,35,48,48.0,3,0
2928,17,0,10,5.1,55,1,1,1,53,88,50,59,63.67,0,1
2929,17,1,9,4.6,65,2,1,1,46,97,37,75,60.0,0,1
2930,16,1,11,2.5,76,2,1,1,94,78,99,74,90.33,1,1
2931,17,0,12,5.1,69,0,1,0,38,39,95,67,57.33,0,1
2932,15,0,9,2.2,59,0,1,1,88,57,41,69,62.0,0,1
2933,17,1,11,5.0,50,2,0,1,56,52,43,59,50.33,0,1
2934,15,1,9,1.4,80,2,0,0,97,81,96,45,91.33,1,1
2935,18,1,11,3.3,97,0,0,0,50,47,72,59,56.33,0,1
2936,18,1,11,5.8,74,2,1,0,41,74,93,65,69.33,2,1
2937,15,1,9,2.0,80,2,0,1,97,48,66,77,70.33,2,1
2938,15,1,10,5.9,81,0,1,1,75,45,65,90,61.67,0,1
2939,14,1,11,1.2,62,0,1,0,60,99,52,91,70.33,2,1
2940,14,0,12,3.5,69,0,1,0,81,53,64,42,66.0,2,1
2941,17,1,11,2.3,80,0,1,0,92,59,60,45,70.33,2,1
2942,18,0,11,4.2,81,0,1,1,62,58,66,43,62.0,0,1
2943,18,1,11,3.6,67,0,0,1,63,85,85,44,77.67,2,1
2944,19,1,12,3.9,54,0,0,0,90,52,93,91,78.33,2,1
2945,16,1,9,1.6,68,0,1,1,46,69,39,59,51.33,0,1
2946,18,1,11,5.3,84,1,0,1,89,94,49,74,77.33,2,1
2947,16,0,10,3.6,58,0,0,1,73,88,69,86,76.67,2,1
2948,15,0,10,0.7,95,0,0,0,69,81,40,74,63.33,0,1
2949,19,1,10,3.9,97,1,0,1,92,37,77,87,68.67,2,1
2950,19,1,10,6.0,88,1,1,1,71,57,56,94,61.33,0,1
2951,14,0,9,5.7,74,2,0,0,80,60,54,91,64.67,0,1
2952,15,1,9,2.8,93,1,0,0,89,98,39,83,75.33,2,1
2953,17,0,12,2.2,66,2,1,1,98,55,90,81,81.0,1,1
2954,19,0,9,5.9,73,2,1,0,95,45,56,65,65.33,0,1
2955,17,1,12,1.1,51,1,0,1,37,83,39,73,53.0,0,1
2956,18,1,12,3.9,91,2,1,1,59,97,97,51,84.33,1,1
2957,16,1,9,5.0,67,2,1,1,68,47,92,65,69.0,2,1
2958,18,1,10,2.0,97,2,0,1,83,72,69,89,74.67,2,1
2959,19,1,12,4.0,71,1,0,1,39,95,76,51,70.0,2,1
2960,14,1,12,5.2,69,2,0,1,90,37,57,69,61.33,0,1
2961,18,0,12,4.3,56,1,1,0,66,65,84,53,71.67,2,1
2962,19,1,9,1.5,78,2,1,0,83,50,91,68,74.67,2,1
2963,15,0,12,3.3,61,0,0,1,76,45,35,89,52.0,0,1
2964,14,0,9,1.9,94,1,1,1,83,82,56,69,73.67,2,1
2965,17,1,12,4.3,71,1,0,1,71,67,90,40,76.0,2,1
2966,14,0,10,2.0,59,1,1,0,38,65,36,62,46.33,3,0
2967,18,1,10,0.6,81,1,0,0,73,67,72,44,70.67,2,1
2968,14,0,10,2.7,89,1,0,0,61,67,76,90,68.0,2,1
2969,19,0,9,0.7,54,2,0,0,86,76,91,41,84.33,1,1
2970,19,0,11,1.3,90,1,0,1,52,87,84,43,74.33,2,1
2971,15,0,12,3.2,53,2,0,1,98,89,49,80,78.67,2,1
2972,14,1,12,4.4,95,1,0,1,64,42,87,40,64.33,0,1
2973,17,0,9,0.8,53,0,1,0,69,55,99,51,74.33,2,1
2974,15,0,10,3.9,64,1,1,1,73,98,81,90,84.0,1,1
2975,19,0,12,2.4,78,2,1,1,83,83,71,51,79.0,2,1
2976,16,1,9,1.7,67,1,1,1,66,94,44,95,68.0,2,1
2977,14,0,9,4.9,63,1,1,0,39,65,95,81,66.33,2,1
2978,19,0,10,1.2,59,2,0,1,38,93,68,56,66.33,2,1
2979,14,1,12,1.9,69,0,1,1,65,67,63,58,65.0,0,1
2980,17,1,9,2.8,90,1,1,0,62,41,100,95,67.67,2,1
2981,19,1,11,2.7,59,0,1,1,78,49,43,88,56.67,0,1
2982,14,1,10,3.2,97,0,1,1,94,64,100,75,86.0,1,1
2983,14,0,12,2.5,99,0,1,1,80,63,93,83,78.67,2,1
2984,18,1,9,1.1,54,0,0,0,88,62,69,49,73.0,2,1
2985,15,0,9,2.8,64,1,1,0,54,73,65,51,64.0,0,1
2986,14,1,11,2.8,62,2,1,1,72,59,48,63,59.67,0,1
2987,15,1,11,3.1,59,0,1,0,88,76,99,65,87.67,1,1
2988,14,0,9,1.0,92,1,0,1,44,40,85,53,56.33,0,1
2989,16,1,9,2.4,55,0,1,0,87,54,45,69,62.0,0,1
2990,15,1,9,5.1,75,0,1,0,72,89,98,80,86.33,1,1
2991,15,1,12,2.4,56,0,1,1,40,97,44,42,60.33,0,1
2992,18,1,11,0.8,54,0,1,0,96,69,96,62,87.0,1,1
2993,18,1,9,4.3,56,1,1,1,64,82,58,89,68.0,2,1
2994,18,1,9,6.0,94,0,1,1,93,72,45,90,70.0,2,1
2995,18,0,10,2.8,59,2,1,0,88,57,36,66,60.33,0,1
2996,15,0,10,0.6,78,0,0,1,66,82,47,44,65.0,0,1
